Id,Date,TotalSteps
2320127002,2016-4-19,5997
2320127002,2016-4-20,7192
2320127002,2016-4-21,3404
2320127002,2016-4-22,5583
2320127002,2016-4-23,5079
2320127002,2016-4-24,4165
2320127002,2016-4-25,3588
2320127002,2016-4-26,3409
2320127002,2016-4-27,1715
2320127002,2016-4-28,1532
2320127002,2016-4-29,924
2320127002,2016-4-30,4571
2320127002,2016-5-1,772
2320127002,2016-5-10,6227
2320127002,2016-5-11,6424
2320127002,2016-5-12,2661
2320127002,2016-5-2,3634
2320127002,2016-5-3,7443
2320127002,2016-5-4,1201
2320127002,2016-5-5,5202
2320127002,2016-5-6,4878
2320127002,2016-5-7,7379
2320127002,2016-5-8,5161
2320127002,2016-5-9,3090
2347167796,2016-4-12,10113
2347167796,2016-4-13,10352
2347167796,2016-4-14,10129
2347167796,2016-4-15,10465
2347167796,2016-4-16,22244
2347167796,2016-4-17,5472
2347167796,2016-4-18,8247
2347167796,2016-4-19,6711
2347167796,2016-4-20,10999
2347167796,2016-4-21,10080
2347167796,2016-4-22,7804
2347167796,2016-4-23,16901
2347167796,2016-4-24,9471
2347167796,2016-4-25,9482
2347167796,2016-4-26,5980
2347167796,2016-4-27,11423
2347167796,2016-4-28,5439
2347167796,2016-4-29,42
2873212765,2016-4-12,8796
2873212765,2016-4-13,7618
2873212765,2016-4-14,7910
2873212765,2016-4-15,8482
2873212765,2016-4-16,9685
2873212765,2016-4-17,2524
2873212765,2016-4-18,7762
2873212765,2016-4-19,7948
2873212765,2016-4-20,9202
2873212765,2016-4-21,8859
2873212765,2016-4-22,7286
2873212765,2016-4-23,9317
2873212765,2016-4-24,6873
2873212765,2016-4-25,7373
2873212765,2016-4-26,8242
2873212765,2016-4-27,3516
2873212765,2016-4-28,7913
2873212765,2016-4-29,7365
2873212765,2016-4-30,8452
2873212765,2016-5-1,7399
2873212765,2016-5-10,8275
2873212765,2016-5-11,6440
2873212765,2016-5-12,7566
2873212765,2016-5-2,7525
2873212765,2016-5-3,7412
2873212765,2016-5-4,8278
2873212765,2016-5-5,8314
2873212765,2016-5-6,7063
2873212765,2016-5-7,4940
2873212765,2016-5-8,8168
2873212765,2016-5-9,7726
3372868164,2016-4-12,4747
3372868164,2016-4-13,9715
3372868164,2016-4-14,8844
3372868164,2016-4-15,7451
3372868164,2016-4-16,6905
3372868164,2016-4-17,8199
3372868164,2016-4-18,6798
3372868164,2016-4-19,7711
3372868164,2016-4-20,4880
3372868164,2016-4-21,8857
3372868164,2016-4-22,3843
3372868164,2016-4-23,7396
3372868164,2016-4-24,6731
3372868164,2016-4-25,5995
3372868164,2016-4-26,8283
3372868164,2016-4-27,7904
3372868164,2016-4-28,5512
3372868164,2016-4-29,9135
3372868164,2016-4-30,5250
3372868164,2016-5-1,3077
3977333714,2016-4-12,8856
3977333714,2016-4-13,10035
3977333714,2016-4-14,7641
3977333714,2016-4-15,9010
3977333714,2016-4-16,13459
3977333714,2016-4-17,10415
3977333714,2016-4-18,11663
3977333714,2016-4-19,12414
3977333714,2016-4-20,11658
3977333714,2016-4-21,6093
3977333714,2016-4-22,8911
3977333714,2016-4-23,12058
3977333714,2016-4-24,14112
3977333714,2016-4-25,11177
3977333714,2016-4-26,11388
3977333714,2016-4-27,7193
3977333714,2016-4-28,7114
3977333714,2016-4-29,10645
3977333714,2016-4-30,13238
3977333714,2016-5-1,10414
3977333714,2016-5-10,13072
3977333714,2016-5-11,746
3977333714,2016-5-2,16520
3977333714,2016-5-3,14335
3977333714,2016-5-4,13559
3977333714,2016-5-5,12312
3977333714,2016-5-6,11677
3977333714,2016-5-7,11550
3977333714,2016-5-8,13585
3977333714,2016-5-9,14687
4020332650,2016-4-12,8539
4020332650,2016-4-13,0
4020332650,2016-4-14,108
4020332650,2016-4-15,1882
4020332650,2016-4-16,1982
4020332650,2016-4-17,16
4020332650,2016-4-18,62
4020332650,2016-4-19,0
4020332650,2016-4-20,0
4020332650,2016-4-21,0
4020332650,2016-4-22,0
4020332650,2016-4-23,0
4020332650,2016-4-24,0
4020332650,2016-4-25,0
4020332650,2016-4-26,0
4020332650,2016-4-27,0
4020332650,2016-4-28,0
4020332650,2016-4-29,0
4020332650,2016-4-30,0
4020332650,2016-5-1,0
4020332650,2016-5-10,5546
4020332650,2016-5-11,3689
4020332650,2016-5-12,590
4020332650,2016-5-2,475
4020332650,2016-5-3,4496
4020332650,2016-5-4,10252
4020332650,2016-5-5,11728
4020332650,2016-5-6,4369
4020332650,2016-5-7,6132
4020332650,2016-5-8,5862
4020332650,2016-5-9,4556
4057192912,2016-4-12,5394
4057192912,2016-4-13,5974
4057192912,2016-4-14,0
4057192912,2016-4-15,3984
4319703577,2016-4-12,7753
4319703577,2016-4-13,8204
4319703577,2016-4-14,10210
4319703577,2016-4-15,5664
4319703577,2016-4-16,4744
4319703577,2016-4-17,29
4319703577,2016-4-18,2276
4319703577,2016-4-19,8925
4319703577,2016-4-20,8954
4319703577,2016-4-21,3702
4319703577,2016-4-22,4500
4319703577,2016-4-23,4935
4319703577,2016-4-24,4081
4319703577,2016-4-25,9259
4319703577,2016-4-26,9899
4319703577,2016-4-27,10780
4319703577,2016-4-28,10817
4319703577,2016-4-29,7990
4319703577,2016-4-30,8221
4319703577,2016-5-1,1251
4319703577,2016-5-10,9487
4319703577,2016-5-11,9129
4319703577,2016-5-12,17
4319703577,2016-5-2,9261
4319703577,2016-5-3,9648
4319703577,2016-5-4,10429
4319703577,2016-5-5,13658
4319703577,2016-5-6,9524
4319703577,2016-5-7,7937
4319703577,2016-5-8,3672
4319703577,2016-5-9,10378
4388161847,2016-4-12,10122
4388161847,2016-4-13,10993
4388161847,2016-4-14,8863
4388161847,2016-4-15,8758
4388161847,2016-4-16,6580
4388161847,2016-4-17,4660
4388161847,2016-4-18,11009
4388161847,2016-4-19,10181
4388161847,2016-4-20,10553
4388161847,2016-4-21,10055
4388161847,2016-4-22,12139
4388161847,2016-4-23,13236
4388161847,2016-4-24,10243
4388161847,2016-4-25,12961
4388161847,2016-4-26,9461
4388161847,2016-4-27,11193
4388161847,2016-4-28,10074
4388161847,2016-4-29,9232
4388161847,2016-4-30,12533
4388161847,2016-5-1,10255
4388161847,2016-5-10,10299
4388161847,2016-5-11,10201
4388161847,2016-5-12,3369
4388161847,2016-5-2,10096
4388161847,2016-5-3,12727
4388161847,2016-5-4,12375
4388161847,2016-5-5,9603
4388161847,2016-5-6,13175
4388161847,2016-5-7,22770
4388161847,2016-5-8,17298
4388161847,2016-5-9,10218
4445114986,2016-4-12,3276
4445114986,2016-4-13,2961
4445114986,2016-4-14,3974
4445114986,2016-4-15,7198
4445114986,2016-4-16,3945
4445114986,2016-4-17,2268
4445114986,2016-4-18,6155
4445114986,2016-4-19,2064
4445114986,2016-4-20,2072
4445114986,2016-4-21,3809
4445114986,2016-4-22,6831
4445114986,2016-4-23,4363
4445114986,2016-4-24,5002
4445114986,2016-4-25,3385
4445114986,2016-4-26,6326
4445114986,2016-4-27,7243
4445114986,2016-4-28,4493
4445114986,2016-4-29,4676
4445114986,2016-4-30,6222
4445114986,2016-5-1,5232
4445114986,2016-5-10,3915
4445114986,2016-5-11,9105
4445114986,2016-5-12,768
4445114986,2016-5-2,6910
4445114986,2016-5-3,7502
4445114986,2016-5-4,2923
4445114986,2016-5-5,3800
4445114986,2016-5-6,4514
4445114986,2016-5-7,5183
4445114986,2016-5-8,7303
4445114986,2016-5-9,5275
4558609924,2016-4-12,5135
4558609924,2016-4-13,4978
4558609924,2016-4-14,6799
4558609924,2016-4-15,7795
4558609924,2016-4-16,7289
4558609924,2016-4-17,9634
4558609924,2016-4-18,8940
4558609924,2016-4-19,5401
4558609924,2016-4-20,4803
4558609924,2016-4-21,13743
4558609924,2016-4-22,9601
4558609924,2016-4-23,6890
4558609924,2016-4-24,8563
4558609924,2016-4-25,8095
4558609924,2016-4-26,9148
4558609924,2016-4-27,9557
4558609924,2016-4-28,9451
4558609924,2016-4-29,7833
4558609924,2016-4-30,10319
4558609924,2016-5-1,3428
4558609924,2016-5-10,6435
4558609924,2016-5-11,9108
4558609924,2016-5-12,6307
4558609924,2016-5-2,7891
4558609924,2016-5-3,5267
4558609924,2016-5-4,5232
4558609924,2016-5-5,10611
4558609924,2016-5-6,3755
4558609924,2016-5-7,8237
4558609924,2016-5-8,6543
4558609924,2016-5-9,11451
4702921684,2016-4-12,7213
4702921684,2016-4-13,6877
4702921684,2016-4-14,7860
4702921684,2016-4-15,6506
4702921684,2016-4-16,11140
4702921684,2016-4-17,12692
4702921684,2016-4-18,9105
4702921684,2016-4-19,6708
4702921684,2016-4-20,8793
4702921684,2016-4-21,6530
4702921684,2016-4-22,1664
4702921684,2016-4-23,15126
4702921684,2016-4-24,15050
4702921684,2016-4-25,9167
4702921684,2016-4-26,6108
4702921684,2016-4-27,7047
4702921684,2016-4-28,9023
4702921684,2016-4-29,9930
4702921684,2016-4-30,10144
4702921684,2016-5-1,0
4702921684,2016-5-10,10613
4702921684,2016-5-11,9810
4702921684,2016-5-12,2752
4702921684,2016-5-2,7245
4702921684,2016-5-3,9454
4702921684,2016-5-4,8161
4702921684,2016-5-5,8614
4702921684,2016-5-6,6943
4702921684,2016-5-7,14370
4702921684,2016-5-8,12857
4702921684,2016-5-9,8232
5553957443,2016-4-12,11596
5553957443,2016-4-13,4832
5553957443,2016-4-14,17022
5553957443,2016-4-15,16556
5553957443,2016-4-16,5771
5553957443,2016-4-17,655
5553957443,2016-4-18,3727
5553957443,2016-4-19,15482
5553957443,2016-4-20,2713
5553957443,2016-4-21,12346
5553957443,2016-4-22,11682
5553957443,2016-4-23,4112
5553957443,2016-4-24,1807
5553957443,2016-4-25,10946
5553957443,2016-4-26,11886
5553957443,2016-4-27,10538
5553957443,2016-4-28,11393
5553957443,2016-4-29,12764
5553957443,2016-4-30,1202
5553957443,2016-5-1,5164
5553957443,2016-5-10,16358
5553957443,2016-5-11,4926
5553957443,2016-5-12,3121
5553957443,2016-5-2,9769
5553957443,2016-5-3,12848
5553957443,2016-5-4,4249
5553957443,2016-5-5,14331
5553957443,2016-5-6,9632
5553957443,2016-5-7,1868
5553957443,2016-5-8,6083
5553957443,2016-5-9,11611
5577150313,2016-4-12,8135
5577150313,2016-4-13,5077
5577150313,2016-4-14,8596
5577150313,2016-4-15,12087
5577150313,2016-4-16,14269
5577150313,2016-4-17,12231
5577150313,2016-4-18,9893
5577150313,2016-4-19,12574
5577150313,2016-4-20,8330
5577150313,2016-4-21,10830
5577150313,2016-4-22,9172
5577150313,2016-4-23,7638
5577150313,2016-4-24,15764
5577150313,2016-4-25,6393
5577150313,2016-4-26,5325
5577150313,2016-4-27,6805
5577150313,2016-4-28,9841
5577150313,2016-4-29,7924
5577150313,2016-4-30,12363
5577150313,2016-5-1,13368
5577150313,2016-5-10,8869
5577150313,2016-5-11,4038
5577150313,2016-5-2,7439
5577150313,2016-5-3,11045
5577150313,2016-5-4,5206
5577150313,2016-5-5,7550
5577150313,2016-5-6,4950
5577150313,2016-5-7,0
5577150313,2016-5-8,0
5577150313,2016-5-9,3421
6117666160,2016-4-12,0
6117666160,2016-4-13,0
6117666160,2016-4-14,0
6117666160,2016-4-15,14019
6117666160,2016-4-16,14450
6117666160,2016-4-17,7150
6117666160,2016-4-18,5153
6117666160,2016-4-19,11135
6117666160,2016-4-20,10449
6117666160,2016-4-21,19542
6117666160,2016-4-22,8206
6117666160,2016-4-23,11495
6117666160,2016-4-24,7623
6117666160,2016-4-25,0
6117666160,2016-4-26,9543
6117666160,2016-4-27,9411
6117666160,2016-4-28,3403
6117666160,2016-4-29,9592
6117666160,2016-4-30,6987
6117666160,2016-5-1,8915
6117666160,2016-5-2,4933
6117666160,2016-5-3,0
6117666160,2016-5-4,2997
6117666160,2016-5-5,9799
6117666160,2016-5-6,3365
6117666160,2016-5-7,7336
6117666160,2016-5-8,7328
6117666160,2016-5-9,4477
6290855005,2016-4-12,4562
6290855005,2016-4-13,7142
6290855005,2016-4-14,7671
6290855005,2016-4-15,9501
6290855005,2016-4-16,8301
6290855005,2016-4-17,7851
6290855005,2016-4-18,6885
6290855005,2016-4-19,7142
6290855005,2016-4-20,6361
6290855005,2016-4-21,0
6290855005,2016-4-22,6238
6290855005,2016-4-23,0
6290855005,2016-4-24,5896
6290855005,2016-4-25,7802
6290855005,2016-4-26,0
6290855005,2016-4-27,5565
6290855005,2016-4-28,5731
6290855005,2016-4-29,0
6290855005,2016-4-30,6744
6290855005,2016-5-1,9837
6290855005,2016-5-10,0
6290855005,2016-5-2,6781
6290855005,2016-5-3,6047
6290855005,2016-5-4,5832
6290855005,2016-5-5,6339
6290855005,2016-5-6,6116
6290855005,2016-5-7,5510
6290855005,2016-5-8,7706
6290855005,2016-5-9,6277
6775888955,2016-4-12,0
6775888955,2016-4-13,4053
6775888955,2016-4-14,5162
6775888955,2016-4-15,1282
6775888955,2016-4-16,4732
6775888955,2016-4-17,2497
6775888955,2016-4-18,8294
6775888955,2016-4-19,0
6775888955,2016-4-20,10771
6775888955,2016-4-21,0
6775888955,2016-4-22,637
6775888955,2016-4-23,0
6775888955,2016-4-24,2153
6775888955,2016-4-25,6474
6775888955,2016-4-26,7091
6775888955,2016-4-27,0
6775888955,2016-4-28,703
6775888955,2016-4-29,0
6775888955,2016-4-30,2503
6775888955,2016-5-1,2487
6775888955,2016-5-2,0
6775888955,2016-5-3,9
6775888955,2016-5-4,0
6775888955,2016-5-5,0
6775888955,2016-5-6,4697
6775888955,2016-5-7,1967
6962181067,2016-4-12,10199
6962181067,2016-4-13,5652
6962181067,2016-4-14,1551
6962181067,2016-4-15,5563
6962181067,2016-4-16,13217
6962181067,2016-4-17,10145
6962181067,2016-4-18,11404
6962181067,2016-4-19,10742
6962181067,2016-4-20,13928
6962181067,2016-4-21,11835
6962181067,2016-4-22,10725
6962181067,2016-4-23,20031
6962181067,2016-4-24,5029
6962181067,2016-4-25,13239
6962181067,2016-4-26,10433
6962181067,2016-4-27,10320
6962181067,2016-4-28,12627
6962181067,2016-4-29,10762
6962181067,2016-4-30,10081
6962181067,2016-5-1,5454
6962181067,2016-5-10,15448
6962181067,2016-5-11,6722
6962181067,2016-5-12,3587
6962181067,2016-5-2,12912
6962181067,2016-5-3,12109
6962181067,2016-5-4,10147
6962181067,2016-5-5,10524
6962181067,2016-5-6,5908
6962181067,2016-5-7,6815
6962181067,2016-5-8,4188
6962181067,2016-5-9,12342
7007744171,2016-4-12,14172
7007744171,2016-4-13,12862
7007744171,2016-4-14,11179
7007744171,2016-4-15,5273
7007744171,2016-4-16,4631
7007744171,2016-4-17,8059
7007744171,2016-4-18,14816
7007744171,2016-4-19,14194
7007744171,2016-4-20,15566
7007744171,2016-4-21,13744
7007744171,2016-4-22,15299
7007744171,2016-4-23,8093
7007744171,2016-4-24,11085
7007744171,2016-4-25,18229
7007744171,2016-4-26,15090
7007744171,2016-4-27,13541
7007744171,2016-4-28,15128
7007744171,2016-4-29,20067
7007744171,2016-4-30,3761
7007744171,2016-5-1,5600
7007744171,2016-5-2,13041
7007744171,2016-5-3,14510
7007744171,2016-5-4,0
7007744171,2016-5-5,15010
7007744171,2016-5-6,11459
7007744171,2016-5-7,0
7086361926,2016-4-12,11317
7086361926,2016-4-13,5813
7086361926,2016-4-14,9123
7086361926,2016-4-15,8585
7086361926,2016-4-16,31
7086361926,2016-4-17,0
7086361926,2016-4-18,9827
7086361926,2016-4-19,10688
7086361926,2016-4-20,14365
7086361926,2016-4-21,9469
7086361926,2016-4-22,9753
7086361926,2016-4-23,2817
7086361926,2016-4-24,3520
7086361926,2016-4-25,10091
7086361926,2016-4-26,10387
7086361926,2016-4-27,11107
7086361926,2016-4-28,11584
7086361926,2016-4-29,7881
7086361926,2016-4-30,14560
7086361926,2016-5-1,12390
7086361926,2016-5-10,14433
7086361926,2016-5-11,9572
7086361926,2016-5-12,3789
7086361926,2016-5-2,10052
7086361926,2016-5-3,10288
7086361926,2016-5-4,10988
7086361926,2016-5-5,8564
7086361926,2016-5-6,12461
7086361926,2016-5-7,12827
7086361926,2016-5-8,10677
7086361926,2016-5-9,13566
8053475328,2016-4-12,18060
8053475328,2016-4-13,16433
8053475328,2016-4-14,20159
8053475328,2016-4-15,20669
8053475328,2016-4-16,14549
8053475328,2016-4-17,18827
8053475328,2016-4-18,17076
8053475328,2016-4-19,15929
8053475328,2016-4-20,15108
8053475328,2016-4-21,16057
8053475328,2016-4-22,10520
8053475328,2016-4-23,22359
8053475328,2016-4-24,22988
8053475328,2016-4-25,20500
8053475328,2016-4-26,12685
8053475328,2016-4-27,12422
8053475328,2016-4-28,15447
8053475328,2016-4-29,12315
8053475328,2016-4-30,7135
8053475328,2016-5-1,1170
8053475328,2016-5-10,14810
8053475328,2016-5-11,12209
8053475328,2016-5-12,4998
8053475328,2016-5-2,1969
8053475328,2016-5-3,15484
8053475328,2016-5-4,14581
8053475328,2016-5-5,14990
8053475328,2016-5-6,13953
8053475328,2016-5-7,19769
8053475328,2016-5-8,22026
8053475328,2016-5-9,12465
8253242879,2016-4-12,9033
8253242879,2016-4-13,8053
8253242879,2016-4-14,5234
8253242879,2016-4-15,2672
8253242879,2016-4-16,9256
8253242879,2016-4-17,10204
8253242879,2016-4-18,5151
8253242879,2016-4-19,4212
8253242879,2016-4-20,6466
8253242879,2016-4-21,11268
8253242879,2016-4-22,2824
8253242879,2016-4-23,9282
8253242879,2016-4-24,8905
8253242879,2016-4-25,6829
8253242879,2016-4-26,4562
8253242879,2016-4-27,10232
8253242879,2016-4-28,2718
8253242879,2016-4-29,6260
8253242879,2016-4-30,0
8378563200,2016-4-12,7626
8378563200,2016-4-13,12386
8378563200,2016-4-14,13318
8378563200,2016-4-15,14461
8378563200,2016-4-16,11207
8378563200,2016-4-17,2132
8378563200,2016-4-18,13630
8378563200,2016-4-19,13070
8378563200,2016-4-20,9388
8378563200,2016-4-21,15148
8378563200,2016-4-22,12200
8378563200,2016-4-23,5709
8378563200,2016-4-24,3703
8378563200,2016-4-25,12405
8378563200,2016-4-26,16208
8378563200,2016-4-27,7359
8378563200,2016-4-28,5417
8378563200,2016-4-29,6175
8378563200,2016-4-30,2946
8378563200,2016-5-1,11419
8378563200,2016-5-10,6582
8378563200,2016-5-11,9143
8378563200,2016-5-12,4561
8378563200,2016-5-2,6064
8378563200,2016-5-3,8712
8378563200,2016-5-4,7875
8378563200,2016-5-5,8567
8378563200,2016-5-6,7045
8378563200,2016-5-7,4468
8378563200,2016-5-8,2943
8378563200,2016-5-9,8382
8583815059,2016-4-12,5014
8583815059,2016-4-13,5571
8583815059,2016-4-14,3135
8583815059,2016-4-15,3430
8583815059,2016-4-16,5319
8583815059,2016-4-17,3008
8583815059,2016-4-18,3864
8583815059,2016-4-19,5697
8583815059,2016-4-20,5273
8583815059,2016-4-21,8538
8583815059,2016-4-22,8687
8583815059,2016-4-23,9423
8583815059,2016-4-24,8286
8583815059,2016-4-25,4503
8583815059,2016-4-26,10499
8583815059,2016-4-27,12474
8583815059,2016-4-28,6174
8583815059,2016-4-29,15168
8583815059,2016-4-30,10085
8583815059,2016-5-1,4512
8583815059,2016-5-10,8240
8583815059,2016-5-11,8701
8583815059,2016-5-12,0
8583815059,2016-5-2,8469
8583815059,2016-5-3,12015
8583815059,2016-5-4,3588
8583815059,2016-5-5,12427
8583815059,2016-5-6,5843
8583815059,2016-5-7,6117
8583815059,2016-5-8,9217
8583815059,2016-5-9,9877
8792009665,2016-4-12,2564
8792009665,2016-4-13,1320
8792009665,2016-4-14,1219
8792009665,2016-4-15,2483
8792009665,2016-4-16,244
8792009665,2016-4-17,0
8792009665,2016-4-18,0
8792009665,2016-4-19,0
8792009665,2016-4-20,3147
8792009665,2016-4-21,144
8792009665,2016-4-22,4068
8792009665,2016-4-23,5245
8792009665,2016-4-24,400
8792009665,2016-4-25,0
8792009665,2016-4-26,1321
8792009665,2016-4-27,1758
8792009665,2016-4-28,6157
8792009665,2016-4-29,8360
8792009665,2016-4-30,7174
8792009665,2016-5-1,1619
8792009665,2016-5-10,0
8792009665,2016-5-2,1831
8792009665,2016-5-3,2421
8792009665,2016-5-4,2283
8792009665,2016-5-5,0
8792009665,2016-5-6,0
8792009665,2016-5-7,0
8792009665,2016-5-8,0
8792009665,2016-5-9,0
8877689391,2016-4-12,23186
8877689391,2016-4-13,15337
8877689391,2016-4-14,21129
8877689391,2016-4-15,13422
8877689391,2016-4-16,29326
8877689391,2016-4-17,15118
8877689391,2016-4-18,11423
8877689391,2016-4-19,18785
8877689391,2016-4-20,19948
8877689391,2016-4-21,19377
8877689391,2016-4-22,18258
8877689391,2016-4-23,11200
8877689391,2016-4-24,16674
8877689391,2016-4-25,12986
8877689391,2016-4-26,11101
8877689391,2016-4-27,23629
8877689391,2016-4-28,14890
8877689391,2016-4-29,9733
8877689391,2016-4-30,27745
8877689391,2016-5-1,10930
8877689391,2016-5-10,10733
8877689391,2016-5-11,21420
8877689391,2016-5-12,8064
8877689391,2016-5-2,4790
8877689391,2016-5-3,10818
8877689391,2016-5-4,18193
8877689391,2016-5-5,14055
8877689391,2016-5-6,21727
8877689391,2016-5-7,12332
